,URL
85,https://www.immoweb.be/en/classified/villa/for-sale/rebecq-rognon/1430/9932598?searchId=6299a2849cad2
86,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/9931261?searchId=6299a2849cad2
87,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/9931229?searchId=6299a2849cad2
88,https://www.immoweb.be/en/classified/exceptional-property/for-sale/anderlecht/1070/9932060?searchId=6299a2849cad2
89,https://www.immoweb.be/en/classified/house/for-sale/berchem-sainte-agathe/1082/9943596?searchId=6299a2849cad2
90,https://www.immoweb.be/en/classified/house/for-sale/montignies-sur-sambre/6061/9935285?searchId=6299a2849cad2
91,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/9935921?searchId=6299a2849cad2
92,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/9935475?searchId=6299a2849cad2
93,https://www.immoweb.be/en/classified/villa/for-sale/juprelle-wihogne/4452/9941079?searchId=6299a2849cad2
94,https://www.immoweb.be/en/classified/other-property/for-sale/saint-gilles/1060/9942511?searchId=6299a2849cad2
95,https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1330/9941250?searchId=6299a2849cad2
96,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/boom/2850/9911454?searchId=6299a2849cad2
97,https://www.immoweb.be/en/classified/house/for-sale/engis/4480/9927404?searchId=6299a2849cad2
98,https://www.immoweb.be/en/classified/house/for-sale/hannut/4280/9684939
99,https://www.immoweb.be/en/classified/house/for-sale/nijlen/2560/9946231
100,https://www.immoweb.be/en/classified/house/for-sale/herentals/2200/9946230
